EnsemblID	GeneName	KO_L_G-WT_L_G_log2FC	KO_L_G-WT_L_G_padj	KO_L_M_G-WT_L_M_G_log2FC	KO_L_M_G-WT_L_M_G_padj	KO_L_M-WT_L_M_log2FC	KO_L_M-WT_L_M_padj	KO_L-WT_L_log2FC	KO_L-WT_L_padj
ENSMUSG00000000544.14	Gpa33	0.763036536195238	0.519614159761999	0.714898913066079	0.605273839981669	0.844665408303785	0.10328343934782	0.776106567440206	0.449137022996436
ENSMUSG00000000552.10	Zfp385a	-0.476462601842889	0.314877959915508	-0.583191315669126	0.212014001149673	-0.256328734082147	0.862591878761783	-0.243497421922546	0.713500281775415
ENSMUSG00000000555.8	Itga5	-0.503468346406496	0.103693234535623	-0.607184584067924	0.0140203565101921	-0.73012313011475	0.0188273127965069	-0.563743401257697	0.10601843822643
ENSMUSG00000000560.9	Gabra2	1	1	0.0920705249281041	0.973641443737742	1	1	1	1
ENSMUSG00000000561.14	Wdr77	1	1	1	1	-0.075203871836853	0.907857719510329	-0.324142184606583	0.284625580693347
ENSMUSG00000000563.17	Atp5pb	0.143682946849685	0.554088687312162	0.0246853356048225	0.965084023298955	0.107531435275698	0.844396083876634	0.0654479933607997	0.826515381284492
ENSMUSG00000000568.15	Hnrnpd	-0.462544057222148	0.0886272569306772	-0.189344715341739	0.590494372138576	-0.38118882266743	0.31177010977349	-0.65955860664863	0.0367014641557015
ENSMUSG00000000579.14	Dynlt1c	0.314695276209344	0.626195766227115	0.251825905427992	0.761915359566735	-0.0263754284727867	0.987726422777803	0.133236476791806	0.867606090989097
ENSMUSG00000000581.8	C1d	0.422249398774709	0.0595516003261495	0.604512818618388	0.113589804436316	0.423567074952685	0.624717395299509	0.291999945945255	0.294526570153337
ENSMUSG00000000594.7	Gm2a	0.248548647808561	0.411232228909722	0.275710955308127	0.777369891748294	0.180841776343422	0.918382334473041	0.173461925621465	0.623272717381792
ENSMUSG00000000600.15	Krit1	0.0711517627712253	0.803316814121831	0.0668456683846987	0.895170185161715	0.00291187966562062	0.998029960896651	-0.022711976210258	0.954074987070477
ENSMUSG00000000605.9	Clcn4	0.558576736853451	0.0412597948475501	0.46957584908304	0.415707078577519	0.436103979215669	0.528403491666676	0.487514886916862	0.0819283549923878
ENSMUSG00000000627.15	Sema4f	-0.522055680912647	0.657005781920831	-0.176907973700507	0.930812582128428	1	1	1	1
ENSMUSG00000000628.10	Hk2	-0.494578333884758	0.113336434672264	-0.510325572725096	0.228304245203381	-0.578765090405228	0.161082400868468	-0.593143284170548	0.0795413270423682
ENSMUSG00000000631.20	Myo18a	-0.195869731138913	0.720375816288182	-0.437185474680369	0.414477505380227	-0.540595052231255	0.744284579374606	-0.206988728042009	0.739425614439687
ENSMUSG00000000632.13	Sez6	-0.198966621170451	0.838402858397542	0.62740444349956	0.596411469878071	1	1	1	1
ENSMUSG00000000693.10	Loxl3	0.112202842354647	0.920692512733757	0.0161870749109142	0.991925207568105	1	1	1	1
ENSMUSG00000000708.14	Kat2b	-0.417197413062277	0.0521922670738324	-0.455464262001374	0.151889041422654	-0.160616786933271	0.756874568402724	-0.374762928369979	0.0514233600218108
ENSMUSG00000000711.3	Rab5b	0.0149944995279588	0.974036608349546	-0.154244602970828	0.74951971488456	-0.0432119723537956	0.954166809571619	0.0129723564905097	0.976508959662802
ENSMUSG00000000730.13	Dnmt3l	-0.425741396449789	0.309013403752662	-0.418454589824676	0.42980527553921	-0.460635504423124	0.402422441579961	-0.526081152521282	0.140303444875047
ENSMUSG00000000731.15	Aire	-0.424889844631995	0.148098652675107	-0.506391299671385	0.273336428019468	-0.558948523443156	0.387140906751325	-0.464020099419769	0.10785134837566
ENSMUSG00000000732.9	Icosl	-0.556028125245125	0.365894470614578	-0.462115356994498	0.55062451204968	-0.606305789555931	0.384438433551503	-0.680235334681432	0.198228495852528
ENSMUSG00000000738.18	Spg7	1	1	1	1	-0.0653317097863244	0.942243586374718	0.0187465040183361	0.963915510245535
ENSMUSG00000000739.14	Sult5a1	-0.506429190179781	0.490726444022985	1	1	1	1	1	1
ENSMUSG00000000740.12	Rpl13	1	1	1	1	0.0873255090535796	0.918382334473041	0.117329583587088	0.788053252087015
ENSMUSG00000000743.9	Chmp1a	0.399970434664864	0.211795850523158	0.210591536768803	0.665772851949569	0.192021299035418	0.76299399691991	0.346872149124578	0.209056067635063
ENSMUSG00000000751.13	Rpa1	0.121967586329443	0.563551900103267	0.0161029655558385	0.978318499386962	0.0778699506562618	0.897377947790297	0.0623346255072827	0.842045877151363
ENSMUSG00000000753.15	Serpinf1	1	1	1	1	1	1	1.31832916474165	0.253217533972574
ENSMUSG00000000759.14	Tubgcp3	0.0886611141859901	0.76570041415985	0.09637254595174	0.806692887783456	0.0637060015631202	0.917532335195759	0.0282405088594992	0.937303492780488
ENSMUSG00000000776.13	Polr3d	0.0524535901977159	0.902394774537175	0.131039997769008	0.841129083286137	0.0326917739170487	0.969589605346431	-0.0622810350740041	0.878464614229492
ENSMUSG00000000782.16	Tcf7	0.187228296589216	0.679448784136915	0.270683661490726	0.668769621480945	0.340390198911214	0.734948246082684	0.0800536773884221	0.861028343426571
ENSMUSG00000000787.12	Ddx3x	0.0908220839732899	0.824067552787424	-0.0298771748010477	0.962479651388713	-0.097261349686011	0.875125318365891	-0.00562783556038261	0.991629058701213
ENSMUSG00000000792.2	Slc5a5	0.845275302035307	0.261540401060715	0.799375656116629	0.266688439510931	1.06018674001864	0.454498812266781	1.0653801778496	0.218718046783881
ENSMUSG00000000794.9	Kcnn3	-0.884228364301772	0.557399217510269	0.335429959150432	0.840309325823351	1	1	1	1
ENSMUSG00000000804.14	Usp32	0.27123235401387	0.280015047093131	0.257493030673243	0.5743957769388	0.368024383236599	0.413868994554474	0.297017893911515	0.156703269497786
ENSMUSG00000000805.18	Car4	1.1763858536716	0.282873609926711	1.43021962708381	0.285606104863745	1.71976120255218	0.323033865482169	1.08420204721034	0.57967637395749
ENSMUSG00000000811.13	Txnrd3	0.0323635797320715	0.964747593634605	-0.0872525316951876	0.944374735241928	0.174154154863969	0.927703273640569	0.094487257647288	0.881534804062659
ENSMUSG00000000823.16	Zfp512b	-0.16383577986772	0.522329570710075	-0.216692042311002	0.555274090152442	-0.239853456238102	0.522041708241534	-0.189967783593031	0.450686490248388
ENSMUSG00000000826.16	Dnajc5	0.200178022396307	0.512692939015227	0.00822061588819123	0.985951773153122	0.0251731045366581	0.970221340406541	0.214589666164748	0.471199504018629
ENSMUSG00000000827.18	Tpd52l2	-0.107890634071707	0.72505299942579	-0.110326420918568	0.774101867221873	-0.235487963840454	0.544479386135272	-0.210454629025733	0.403873738595299
ENSMUSG00000000838.17	Fmr1	-0.363022856011017	0.324688868066057	-0.0975306728117115	0.875158831072711	-0.179567094318521	0.783701277320807	-0.487866925796769	0.199581544129257
ENSMUSG00000000861.15	Bcl11a	-0.887068570833272	0.171749735550603	-0.722616165178191	0.415026151335037	-0.466570417092646	0.761634519018782	-0.684200554854399	0.459336744484843
ENSMUSG00000000876.11	Pxmp4	-0.438502001535051	0.462926873237597	-0.485407239789554	0.660344565632806	1	1	-0.143576307208715	0.868763081317728
ENSMUSG00000000881.12	Dlg3	-0.102944864718491	0.742129413630915	-0.177929762153166	0.699743868981539	-0.210414511471546	0.778922023193078	-0.140120770262298	0.705960934958742
ENSMUSG00000000884.17	Gnb1l	-0.215681587432891	0.650269085470635	-0.22092756856186	0.694180113360996	0.397143403480691	0.76875027021146	0.21178559301609	0.727915125292495
ENSMUSG00000000901.17	Mmp11	-0.385263818663513	0.525223089971157	-0.268911612838348	0.727573977165235	-0.0800236337829984	0.9514595843004	-0.447032138774172	0.444250302827363
ENSMUSG00000000902.13	Smarcb1	-0.18804660705996	0.63975892160445	-0.372241769420424	0.259991977837708	-0.384360598973895	0.401741145256798	-0.22379766264589	0.55364820287532
ENSMUSG00000000903.3	Vpreb3	1	1	-2.16860559256394	0.0011006351017496	1	1	1	1
ENSMUSG00000000915.15	Hip1r	0.281872658391372	0.240475725709954	0.205131582768454	0.670004453283025	0.246636229643433	0.72594293547547	0.22270278676012	0.386638575196729
ENSMUSG00000000916.15	Nsun5	-0.0246206980227465	0.963629468422815	-0.0721992422840881	0.912325052948238	-0.0956315177168731	0.890702272645868	-0.10638634259341	0.782677762471907
ENSMUSG00000000934.9	Top1mt	0.0400382290233299	0.946573794890474	-0.0710607676421702	0.956354119752135	-0.326336777602121	0.821005392671196	-0.0583417787124668	0.919901253228445
ENSMUSG00000000948.16	Gm38393	-0.134561856370369	0.849668686213328	0.0757410910260557	0.935821654418775	-0.045577312790909	0.968358700483972	-0.273353784299307	0.646939158975111
ENSMUSG00000000957.11	Mmp14	0.0193556240690197	0.971496619455703	-0.621773701461392	0.154246810834836	-0.628909857990053	0.233511165552165	-0.0372720490624417	0.948884485540936
ENSMUSG00000000958.10	Slc7a7	-0.65720002378407	0.0719119146736532	-0.844080809658297	0.00175037951978302	-0.427933537718936	0.50161137572563	-0.24518732350987	0.672858371686886
ENSMUSG00000000959.7	Oxa1l	-0.138440250529264	0.624706505985549	-0.146713780351335	0.747427502114533	-0.221815806890372	0.690018309748442	-0.237300480732068	0.329898778556263
ENSMUSG00000000976.13	Heatr6	0.270122448947343	0.425584969708663	0.212464065264224	0.585390677780496	0.0543550333320591	0.946581648088599	0.223025929254658	0.52849365999768
ENSMUSG00000001016.12	Ilf2	-0.230226301559734	0.550660531902585	-0.0855773057956902	0.885218601074224	-0.173481683330419	0.765303743566675	-0.338142524856539	0.356776218295335
ENSMUSG00000001017.15	Chtop	0.232740468188495	0.320827292751365	0.187549301306643	0.583043126126623	0.153298652864782	0.723637237698582	0.148908448673398	0.559162613953162
ENSMUSG00000001018.15	Snapin	0.442991315445511	0.143858114192315	0.399443851190139	0.442704084454796	0.299567530769921	0.629106336607345	0.346176384287351	0.215245919206741
ENSMUSG00000001025.8	S100a6	1.46965119042492	0.000192226141575342	1.20642205519503	0.00241444634065885	1.23447977639435	0.00541327623350924	1.41771779835203	0.0722987694448802
ENSMUSG00000001034.17	Mapk7	0.414893403952917	0.100796516901689	0.599741487079101	0.0604300495722671	0.474888469730909	0.145482410752825	0.305267547703376	0.219238070949786
ENSMUSG00000001036.17	Epn2	0.250580900224821	0.426546396707068	0.1827076551928	0.638509120648377	0.143420167217666	0.783111600060472	0.240410375208462	0.383082099803146
ENSMUSG00000001039.12	B9d1	0.294518362854489	0.432061638065559	0.137029750557396	0.834042486420341	-0.137576253798693	0.928838065148592	0.228525613827849	0.598942414797924
ENSMUSG00000001052.15	Sec24b	0.0192551666984113	0.982188975938963	0.0816211079219723	0.922001217352673	0.0818565726939205	0.935376142418008	-0.142496437816284	0.799878054094736
ENSMUSG00000001053.15	N4bp3	0.263801136888214	0.532220314131631	0.246901401911585	0.709910479396896	0.13733294470593	0.869700311803765	0.148941392910464	0.724018996916926
ENSMUSG00000001054.9	Rmnd5b	-0.272040567719519	0.298861967105312	-0.254997747661478	0.622550764316971	-0.258989016695163	0.626105379472846	-0.340572776800315	0.122267972924697
ENSMUSG00000001056.3	Nhp2	0.294477891073263	0.384445927243519	0.271098204067154	0.574538098721289	0.188573607997009	0.763006988253913	0.193074589073962	0.586050577425116
ENSMUSG00000001062.18	Vps9d1	0.121642078025362	0.880427327968298	0.0474226499360889	0.961046672418542	0.119022402988508	0.923964737160578	0.124131218779744	0.890180414764479
ENSMUSG00000001065.15	Zfp276	1	1	1	1	0.0578469571638839	0.947836058236578	0.116332941116576	0.821543941966709
ENSMUSG00000001082.12	Mfsd10	0.318542408762364	0.487469761520322	0.375125276192124	0.590494372138576	0.321848834510405	0.676641132196054	0.229832219398913	0.594240343941655
ENSMUSG00000001089.14	Luzp1	-0.493496585103333	0.11024481245052	-0.502694921907013	0.184455837397453	-0.435336944522395	0.290183661123913	-0.521328346361822	0.11130886109861
ENSMUSG00000001095.5	Slc13a2	-0.284807995117933	0.826529461646683	-0.329413334415009	0.816291166065677	1	1	1	1
ENSMUSG00000001098.15	Kctd10	0.717326847568609	0.0105110861229719	0.563850212001939	0.0836356128624393	0.558460316038596	0.117554326944091	0.668247240426111	0.00525139718829572
ENSMUSG00000001100.10	Poldip2	0.178904915056224	0.392545613341912	0.190136390580157	0.655139855833692	0.205827303980219	0.638391196224895	0.0972932175850205	0.74655889679606
ENSMUSG00000001105.15	Ift20	0.5350106726229	0.0405066004259439	0.335459303313055	0.542932491584135	0.262840086766964	0.755121739753412	0.454872339682834	0.11377375171384
ENSMUSG00000001120.15	Pcbp3	-0.282819358946818	0.256799129664201	-0.128310953136982	0.792730953786786	0.409369010764299	0.785875819194649	-0.264074059764125	0.608719098955237
ENSMUSG00000001123.15	Lgals9	0.579344690843641	0.475327734719528	0.531582566884237	0.443733090273805	0.940113210336667	0.850043419931211	0.589860962067784	0.74249039582591
ENSMUSG00000001127.12	Araf	-0.259581405175322	0.38682108328172	-0.347284017337988	0.269111692278339	-0.201654378800746	0.734948246082684	-0.204738367764627	0.578273035366392
ENSMUSG00000001128.7	Cfp	0.156966796951892	0.804595290702128	-0.129333962202453	0.889454833999893	-0.126213687570384	0.935200015711149	0.227980099245049	0.687600585879006
ENSMUSG00000001131.11	Timp1	-0.139356801901389	0.727294466395129	-0.152211698628579	0.825929633141648	-0.406054697101392	0.520366821890253	-0.252468948396473	0.511719414156826
ENSMUSG00000001134.9	Uxt	-0.0522823251499226	0.915888115237249	-0.194238191396498	0.716622613129208	-0.223681235252928	0.799344539773792	-0.0564058365960299	0.909833436060975
ENSMUSG00000001138.13	Cnnm3	-0.425438626887991	0.129273420282917	-0.499630405784638	0.0867202897769265	-0.351169313519174	0.500991460527513	-0.393637244554937	0.202221712147517
ENSMUSG00000001143.13	Lman2l	-0.286085446453526	0.421282477318566	-0.404082302797317	0.256034105733028	-0.136373159435837	0.889720179560065	-0.0922790981417312	0.863746037626609
ENSMUSG00000001150.7	Mcm3ap	0.117790076440092	0.691066477445424	0.105254332046884	0.80077103619964	0.0137138057916674	0.986173499197616	0.0217142890659426	0.960004033894898
ENSMUSG00000001151.10	Pcnt	-0.397497676452338	0.0569615430689198	-0.44033405533666	0.0741745839462981	-0.569028434086406	0.0477181126267917	-0.506563463652475	0.0379600176764456
ENSMUSG00000001156.9	Mxd1	0.186152263264366	0.77756144115092	0.0327797992248206	0.973641443737742	-0.0189735057141412	0.99037511566543	0.0969553261837985	0.902153375465328
ENSMUSG00000001157.13	Gmcl1	-0.0817258155167992	0.883373615764765	-0.181610203378237	0.77648802751381	-0.292470917728724	0.729234210786559	-0.118119647091262	0.832725984915041
ENSMUSG00000001158.13	Snrnp27	0.183973650482216	0.550660531902585	0.16372350807355	0.827679735950742	0.117593757312678	0.905531036487431	0.109260292555282	0.748597173030102
ENSMUSG00000001166.17	Oas1c	0.00537273055511084	0.996887680726161	-0.0503158272720489	0.977882132604719	-0.26845497562735	0.942243586374718	-0.129329047138726	0.911674350456943
ENSMUSG00000001173.15	Ocrl	-0.240043261974016	0.691501058926397	-0.240482417377525	0.790010845539114	-0.236607785368756	0.931430318162947	-0.273651793668718	0.625439824412603
ENSMUSG00000001175.16	Calm1	0.435131762996011	0.159512170350252	0.448818978847202	0.193617834931862	0.39885175012745	0.317473322884991	0.340293999180398	0.223793566287667
ENSMUSG00000001211.15	Agpat3	-0.111942798763624	0.775145129790879	-0.206988433563791	0.651586766913943	-0.127820057284864	0.893269724879962	-0.118546067389818	0.757759197551107
ENSMUSG00000001227.12	Sema6b	0.0449728663698374	0.97286048817075	1	1	1	1	0.0565779133106441	0.961111323854132
ENSMUSG00000001228.14	Uhrf1	-0.153349638809475	0.622222266305067	-0.140482602075852	0.74427507881365	-0.220512435481828	0.661172851288205	-0.256681482214695	0.387431212006729
ENSMUSG00000001229.9	Dpp9	-0.1023844643695	0.798356495874219	-0.176526585218202	0.679749557581461	-0.291261063832061	0.525470380598137	-0.17187278975549	0.610943197037517
ENSMUSG00000001240.13	Ramp2	-0.888797862137373	0.215898911133701	1	1	1	1	-0.843792412784927	0.225850296564517
ENSMUSG00000001247.16	Lsr	0.589420439881911	0.0282321290942756	0.485944810061742	0.141238484966721	0.615018408609293	0.358629546711483	0.571462993144823	0.0206581090167251
ENSMUSG00000001248.15	Gramd1a	0.27568142064029	0.400145086620184	0.286784972506714	0.552250810634296	0.384685783686111	0.41577362710612	0.274682646694253	0.30588140900198
ENSMUSG00000001249.14	Hpn	0.443107570195804	0.466453368642607	0.478971520342932	0.65327775500407	1	1	0.33230690027449	0.606083356485908
ENSMUSG00000001270.9	Ckb	0.645175869785007	0.0632586538014924	0.588731766155999	0.250566173410426	0.519109987259187	0.28004067487551	0.554447361748492	0.0722505470611573
